timestamp,value-0,is_anomaly
0,0.011392402404944267,0
1,0.06753185512648988,0
2,0.12641387807901433,0
3,0.20010523470388059,0
4,0.23890104317290917,0
5,0.293565541724432,0
6,0.3796806665073355,0
7,0.42132948264365605,0
8,0.48029209893969144,0
9,0.5267045953089246,0
10,0.5893564979694671,0
11,0.6433052287942612,0
12,0.6977636904791367,0
13,0.7444901439468192,0
14,0.7806052503036456,0
15,0.803803698235367,0
16,0.8464646949991314,0
17,0.8808637194011661,0
18,0.8938282969290082,0
19,0.9262563749018776,0
20,0.9457775534461517,0
21,0.9657265259848679,0
22,0.9755883061910042,0
23,0.9943979319622749,0
24,0.9855541392026739,0
25,0.9899662864632625,0
26,0.9763584744206365,0
27,0.987539118694026,0
28,0.9723282956928228,0
29,0.979294402695687,0
30,0.9602239394145338,0
31,0.9281072878809977,0
32,0.8994670667140334,0
33,0.9049006503668433,0
34,0.851672238499952,0
35,0.8014236214239057,0
36,0.7617921963388887,0
37,0.7312660859233736,0
38,0.6835270492108777,0
39,0.6236947365595433,0
40,0.587023233236616,0
41,0.5304753519459052,0
42,0.4888817647841414,0
43,0.4394403318327487,0
44,0.3695754317716689,0
45,0.28911044638778527,0
46,0.2649982369087847,0
47,0.1875673284453899,0
48,0.12090274730280817,0
49,0.06490877830385222,0
50,0.01313527277558528,0
51,-0.0670726486898976,0
52,-0.13239448982745905,0
53,-0.1996463189955468,0
54,-0.2456731690244344,0
55,-0.30765191122275387,0
56,-0.35994715096818203,0
57,-0.43451553506615187,0
58,-0.4806199489783854,0
59,-0.5414445445708249,0
60,-0.5881271662322973,0
61,-0.6480821329011583,0
62,-0.6870569915983065,0
63,-0.7303288520200181,0
64,-0.7561844876725687,0
65,-0.8100260700181325,0
66,-0.8551663350173705,0
67,-0.8630840944958772,0
68,-0.9091754014721289,0
69,-0.9278258035852698,0
70,-0.9417747777070506,0
71,-0.9718554207224311,0
72,-0.9579939029807156,0
73,-0.9942064665273838,0
74,-0.9911725804442438,0
75,-0.9888769391965517,0
76,-1.0092833771838987,0
77,-0.9812388531715219,0
78,-0.9803018633010232,0
79,-0.9836771766985657,0
80,-0.9500260562000243,0
81,-0.9402038968489348,0
82,-0.89853055415679,0
83,-0.8710458700313022,0
84,-0.8314611797572645,0
85,-0.8107271328660746,0
86,-0.7715349002227981,0
87,-0.7252608401303906,0
88,-0.6912720895392036,0
89,-0.6312892982518773,0
90,-0.6039651051745454,0
91,-0.5227785554264879,0
92,-0.48674194395443754,0
