timestamp,value-0,is_anomaly
0,-0.009797122878321388,0
1,0.08564845506099221,0
2,0.09961002561951501,0
3,0.18372814525212364,0
4,0.25952897222819016,0
5,0.30840475222190616,0
6,0.3694652738063081,0
7,0.44457431190678925,0
8,0.48001028380357563,0
9,0.5428163972786698,0
10,0.61591172681195,0
11,0.6139100478931253,0
12,0.6832637550514028,0
13,0.7340975809280093,0
14,0.7800353156354327,0
15,0.8230633071303944,0
16,0.8516915543821525,0
17,0.8876199582996882,0
18,0.901453373096363,0
19,0.9358417039767998,0
20,0.9588405367581503,0
21,0.982663695333446,0
22,0.9868484334577801,0
23,0.9849937494920025,0
24,1.0139543228896157,0
25,0.9828029744143285,0
26,0.998349316392421,0
27,0.9908337020518341,0
28,0.9622179138842183,0
29,0.9956320939609683,0
30,0.9522707367573295,0
31,0.9317056216306464,0
32,0.899884391421829,0
33,0.8675015847591384,0
34,0.8402383854870954,0
35,0.8067451612426689,0
36,0.7766767332441207,0
37,0.7341974565014219,0
38,0.6854323654791624,0
39,0.6475388334837401,0
40,0.5919920177093708,0
41,0.5174181913349181,0
42,0.49941776198655335,0
43,0.42413585145624416,0
44,0.36353557103731543,0
45,0.3069311920204267,0
46,0.25266692441083516,0
47,0.16829486575457772,0
48,0.11051861310320833,0
49,0.06285356383052632,0
50,0.0014770741398881333,0
51,-0.059617185084784176,0
52,-0.15010188207336939,0
53,-0.18966632713148557,0
54,-0.2516609136557074,0
55,-0.3047385427509,0
56,-0.36646027285479865,0
57,-0.43117254225297663,0
58,-0.46931354173311646,0
59,-0.5444478254836411,0
60,-0.5877053122919509,0
61,-0.6368559087706537,0
62,-0.6635196830878952,0
63,-0.7384951890291849,0
64,-0.7860015325159253,0
65,-0.8144357448108656,0
66,-0.8566086000672966,0
67,-0.870771071663416,0
68,-0.9035125516257059,0
69,-0.9303723414093461,0
70,-0.9650076869666154,0
71,-0.9682633563343364,0
72,-0.9888602273044317,0
73,-0.987886596640104,0
74,-0.9960218322158229,0
75,-0.9991355822389066,0
76,-0.9809991780474444,0
77,-0.9967842132251075,0
78,-0.962470047547912,0
79,-0.9695863339266316,0
80,-0.9362407037462511,0
81,-0.9335459484250891,0
82,-0.8903448229281969,0
83,-0.871784531913942,0
84,-0.8308196493951208,0
85,-0.7928333212297646,0
86,-0.7702837921938179,0
87,-0.7123181985364921,0
88,-0.6958568439561966,0
89,-0.6594422264947198,0
90,-0.5887010024287107,0
91,-0.5295896579354525,0
92,-0.47898960036790345,0
93,-0.427161841867677,0
94,-0.3778891739044297,0
95,-0.2972276681128832,0
96,-0.24012697372678338,0
97,-0.19398349385579683,0
98,-0.12275766245369688,0
99,-0.041434047081742864,0
100,0.004483264609672721,0
101,0.06981524270108934,0
102,0.1417701828704827,0
103,0.177573346158954,0
104,0.23545599099188663,0
105,0.30932782912709356,0
106,0.36511029613743357,0
107,0.4364743000507729,0
108,0.5040432217430284,0
109,0.5393924648994136,0
110,0.582223030631125,0
111,0.6459279570492842,0
112,0.681136187916668,0
113,0.7269482086850004,0
114,0.7647435298304336,0
115,0.8191743687808013,0
116,0.850061762045919,0
117,0.8840776960017366,0
118,0.9055479737913679,0
119,0.9381602315788735,0
120,0.959200910816073,0
121,0.9839454660167938,0
122,0.9860268965099745,0
123,0.9850855579567389,0
124,1.0087157720584556,0
125,0.9890144603735493,0
126,1.00690567259745,0
127,0.993886500841768,0
128,0.9640485657962952,0
129,0.9490845478708836,0
130,0.9349817239124372,0
131,0.9418523449149833,0
132,0.914104095459717,0
133,0.8715662625735845,0
134,0.8552741057198547,0
135,0.7974148441606966,0
136,0.7540395134879768,0
137,0.7360892923629888,0
138,0.6749654771548906,0
139,0.6324992502842787,0
140,0.5821618946825364,0
141,0.5262623267319515,0
142,0.48209053462977564,0
143,0.4192884114015573,0
144,0.3566513047119197,0
145,0.2978020466222685,0
146,0.23495808760357453,0
147,0.19196486484090522,0
148,0.1106134998681686,0
149,0.05361676869956437,0
150,0.0008739629747844865,0
151,-0.0630543348305673,0
152,-0.12493914628681993,0
153,-0.1944709733696515,0
154,-0.2599133837285761,0
155,-0.32901530994061684,0
156,-0.3744996916839073,0
157,-0.4482603704918399,0
158,-0.48268373886203464,0
159,-0.5503532504159471,0
160,-0.5909958130910025,0
161,-0.6397929755161111,0
162,-0.676758912561342,0
163,-0.7350529710683091,0
164,-0.7780803015401418,0
165,-0.8175968965487611,0
166,-0.8504611547489584,0
167,-0.8846355702242606,0
168,-0.9216237873380064,0
169,-0.9203344267943167,0
170,-0.9482516708714319,0
171,-0.9763968164819236,0
172,-0.9679643750564623,0
173,-0.9964018656161863,0
174,-0.9904125271171096,0
175,-1.0021064154183341,0
176,-0.9906052472268798,0
177,-1.001472682269397,0
178,-0.9573999638426618,0
179,-0.9665495929284539,0
180,-0.9455729806623014,0
181,-0.9481320056362166,0
182,-0.9099546183334317,0
183,-0.8714981217467376,0
184,-0.8334860067576095,0
185,-0.7954000607440024,0
186,-0.7602080481503817,0
187,-0.7096789978386276,0
188,-0.6817603915646114,0
189,-0.61973028557688,0
190,-0.5843912707543676,0
191,-0.5291607995046065,0
192,-0.47159723353342103,0
193,-0.41949497021527143,0
194,-0.34825817483432764,0
195,-0.2817050391202818,0
196,-0.22798621100216607,0
197,-0.18494923684022596,0
198,-0.10049605265364799,0
199,-0.061009912633365575,0
200,0.015247466758753247,0
201,0.07418137754469888,0
202,0.12834183765403215,0
203,0.20587775668736233,0
204,0.27671212055935784,0
205,0.3132470403079022,0
206,0.3984095692227056,0
207,0.44067938974864973,0
208,0.4861498666660924,0
209,0.5445821635663588,0
210,0.5886655349656469,0
211,0.6399836191464121,0
212,0.6967553140808577,0
213,0.7362662770519048,0
214,0.7728966397996349,0
215,0.8189050608062225,0
216,0.860744718179665,0
217,0.8912625795870763,0
218,0.9186755545804689,0
219,0.9394117340664045,0
220,0.9510884217340373,0
221,0.9686905148058653,0
222,1.0005418177136127,0
223,0.9853164525521221,0
224,0.9940896058491908,0
225,1.0161864745008653,0
226,0.9851713967605629,0
227,0.9912839754628275,0
228,0.9606315016527,0
229,0.9531754742824047,0
230,0.9646576843926721,0
231,0.929236659224889,0
