timestamp,value-0,is_anomaly
0,-0.0027584750057530246,0
1,0.07621953210736604,0
2,0.12041256035892053,0
3,0.19074747575219145,0
4,0.24341980065321212,0
5,0.3130660554343183,0
6,0.38153594720554984,0
7,0.421032577131992,0
8,0.48008990101366306,0
9,0.5339556871703612,0
10,0.5957713617272857,0
11,0.641674632850884,0
12,0.6958940077858008,0
13,0.7421612106357488,0
14,0.7759700291576188,0
15,0.810144999850008,0
16,0.8526499697787661,0
17,0.872405791213532,0
18,0.9082484667151454,0
19,0.9247101956753225,0
20,0.9427855669328175,0
21,0.9719220342570521,0
22,0.9769417815501824,0
23,0.9901668866676242,0
24,0.996440632044045,0
25,0.9917101756248896,0
26,0.9921558206281759,0
27,0.9905470662787722,0
28,0.9837621629147053,0
29,0.9635526387910487,0
30,0.9654709241452082,0
31,0.9186771615653061,0
32,0.9072899864914177,0
33,0.8797329912415369,0
34,0.8311646871474088,0
35,0.8068527109699475,0
36,0.7648449664727425,0
37,0.7030979876960306,0
38,0.6925175041750008,0
39,0.6243973155891058,0
40,0.574511048380546,0
41,0.525541108171083,0
42,0.46954294924395457,0
43,0.41251739923646064,0
44,0.3625368956537334,0
45,0.28730843915360105,0
46,0.23886157696023969,0
47,0.20464657073421383,0
48,0.13284190035912022,0
49,0.031082791962449997,0
50,-0.008454433685709506,0
51,-0.06484874455617293,0
52,-0.12318325505605626,0
53,-0.19683738293921826,0
54,-0.2329591421446313,0
55,-0.31484852096510263,0
56,-0.38085710728120786,0
57,-0.4425537312894424,0
58,-0.48194469701669235,0
59,-0.5501839101731019,0
60,-0.5913343752833548,0
61,-0.6457787410855639,0
62,-0.7049101928451177,0
63,-0.7378348868167339,0
64,-0.7688517194116712,0
65,-0.7905242732422539,0
66,-0.8469131865160128,0
67,-0.8806267793138715,0
68,-0.9091629006550495,0
69,-0.931980674682568,0
70,-0.9550727076547845,0
71,-0.985260093822579,0
72,-0.9976648035916231,0
73,-0.9767006914547811,0
74,-0.9950571560732074,0
75,-0.9945852519691231,0
76,-0.9892494070568624,0
77,-0.9961061768626782,0
78,-0.9843947579383946,0
79,-0.9808032288479263,0
80,-0.9507750022221616,0
81,-0.928512084165032,0
82,-0.9065554170074761,0
83,-0.8834522982925408,0
84,-0.838746911102127,0
85,-0.787865167354019,0
86,-0.7546995102616395,0
87,-0.7146251749796483,0
88,-0.669002445874284,0
89,-0.6174311847457848,0
90,-0.5943903221777816,0
91,-0.5392088732215801,0
92,-0.47020352806737853,0
93,-0.4237174688202823,0
94,-0.35673442343611833,0
95,-0.31121804406824183,0
96,-0.24193231008318192,0
97,-0.18382743900198514,0
98,-0.11609665473800809,0
99,-0.06779367080501136,0
100,0.002085573387603289,0
101,0.07707223870881151,0
102,0.10598554441123828,0
103,0.19934444133101842,0
104,0.27113066494269283,0
105,0.30580267643368947,0
106,0.36535033172491227,0
107,0.4299949514945402,0
108,0.49034000275323075,0
109,0.5308178479009398,0
110,0.6011997240717666,0
111,0.6296706717978334,0
112,0.6719914743819845,0
113,0.7304433370017749,0
114,0.7800136411722121,0
115,0.824612477060784,0
116,0.853385815342775,0
117,0.8882492131554856,0
118,0.9181990378731603,0
119,0.9356157368946786,0
120,0.952844656272528,0
121,0.9753139759893016,0
122,0.9921468972215648,0
123,0.9940054864790449,0
124,0.9977667060769634,0
125,0.9971980637801351,0
126,1.0128822004149256,0
127,1.0012580932160038,0
128,0.9751856982625693,0
